model,metric,count,mean,median,std,p75,p90,p95,max
fusion,rollout_ade,1243,2.3029080989912334,1.8408111262436684,1.902951312869671,3.1529128921180307,4.996430705543728,6.278294330111324,11.785045286739342
fusion,rollout_fde,1243,5.3724406434089484,4.369054335537798,4.470595144758602,7.468802969943438,11.962591599919719,14.297852295554119,24.412538750818655
fusion,lateral_mae,1243,0.8217432476178261,0.3473508347274551,1.235756949310927,1.0342548121194994,2.3315231262658966,3.3447817463149967,9.157886296899822
fusion,final_lateral_error,1243,2.1092718458349413,0.8198752415496371,3.198487566094728,2.6702345541224624,6.098172894843173,8.483130131350238,23.83809853504335
gated_graft,rollout_ade,1243,2.1775496952994424,1.77605208740149,1.8630514295757006,2.9677320460993473,4.775766127013466,5.8563591187880055,11.444028977414272
gated_graft,rollout_fde,1243,5.094994546541724,4.139698076699707,4.431453175146743,7.210662691545091,11.62757939112854,13.707649515622114,25.661284779777315
gated_graft,lateral_mae,1243,0.7012022227404434,0.26512764671893746,1.1387149428935714,0.7448569472699392,1.9024924353221297,3.070638411261272,9.702163035795262
gated_graft,final_lateral_error,1243,1.8049578753632485,0.6382299484366448,3.021078586884703,1.9478047842495396,5.11088625353022,8.068676253698865,25.260983007017543
