model,metric,count,mean,median,std,p75,p90,p95,max
fusion,rollout_ade,3584,2.42606281422239,1.9990784018042493,1.932151408869074,3.4371459148931214,4.860537837392125,5.996189768327648,16.81129791334793
fusion,rollout_fde,3584,5.806491259848365,4.956305694553196,4.443318122796445,8.355612292662297,11.820457905384611,14.311742345534162,36.75028488200571
fusion,lateral_mae,3584,0.6796731607565835,0.37136954426371604,0.9077892186216295,0.8460522565340871,1.8624501359628058,2.649669068199445,7.193509983458128
fusion,final_lateral_error,3584,1.7789130941724685,0.8823041798600952,2.490267053288389,2.1257482578350526,5.063786801112509,7.179566440886419,18.464036726015035
gated_graft,rollout_ade,3584,2.736516517702115,2.4372507238371988,2.051539145083215,3.9992753919089004,5.570585336800678,6.508378484061833,18.15114153407462
gated_graft,rollout_fde,3584,6.425889193797308,5.75334747561079,4.907607477097532,9.479539621828534,13.276329315134078,15.361960343860344,39.81296550372567
gated_graft,lateral_mae,3584,0.610139246595545,0.29795033494462386,0.8468483530181082,0.7509514057168425,1.702879449474311,2.4541916601936284,6.440466230505412
gated_graft,final_lateral_error,3584,1.6555038530442157,0.7538440258371882,2.3796337652102926,1.979499911082557,4.915334181617142,6.679217073514248,17.133649799736958
